var,scenario,varBinaryOriginal,varTypeTrans,varStatus,varMayRoundUp,varMayRoundDown,varMayIsActive,varIsDeletable,varIsRemovable,varObj,varPseudoSol,NLocksDown,NLocksUp,IsTransformed,multaggrConstant,varAggrScalar,varAggrConstant,varMultaggrNVars,varBestBound,varWorstBound,varBranchFactor,varBranchPriority,varBranchDirection,varNImpls0,varNImpls1,varGetNCliques0,varGetNCliques1,varConflictScore,varAvgInferenceScore,relaxSolVal,varImplRedcost0,varImplRedcost1,varPseudocostScore,equalToLb,equalToUb,target
x97,1664186899,1,0,1,0,0,1,0,0,0,0,9,10,1,0,0,0,0,0,1,1,0,3,5,0,0,0,1.00E-12,5.00E-06,0,1.00E+99,1.00E+99,1,1,0,1
x98,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,1
x99,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,1
x100,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,1
x101,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,2,0,0,1.00E-12,2.00E-06,0,1.00E+99,1.00E+99,1,1,0,0
x102,1664186899,1,0,1,0,0,1,0,0,0,0,9,10,1,0,0,0,0,0,1,1,0,3,5,0,0,0,1.00E-12,5.00E-06,0,1.00E+99,1.00E+99,1,1,0,0
x103,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,1
x104,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x105,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x106,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x107,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x108,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x109,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x110,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x111,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x112,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x113,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x114,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x115,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x116,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x117,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x118,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x119,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x120,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x121,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x122,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x123,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x124,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x125,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x126,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x127,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x128,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x129,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x130,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x131,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x132,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x133,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x134,1664186899,1,0,1,0,0,1,0,0,0,0,7,8,1,0,0,0,0,0,1,1,0,3,3,2,0,1,1.00E-12,9,0,1.00E+99,1.00E+99,1,1,0,0
x135,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,0
x136,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,0
x137,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,0
x138,1664186899,1,0,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,1
x139,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,1,1.00E-12,1.00E-06,0,1.00E+99,1.00E+99,1,1,0,1
x140,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,1
x141,1664186899,1,0,1,0,0,1,0,0,0,0,7,8,1,0,0,0,0,0,1,1,0,3,3,2,0,1,1.00E-12,9,0,1.00E+99,1.00E+99,1,1,0,0
x142,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,2,0,1,0,1.00E-12,3.00E-06,0,1.00E+99,1.00E+99,1,1,0,0
x143,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,1
x144,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,1
x145,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,1
x146,1664186899,1,0,1,0,0,1,0,0,0,0,7,8,1,0,0,0,0,0,1,1,0,3,3,2,0,1,1.00E-12,9,0,1.00E+99,1.00E+99,1,1,0,0
x147,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,0
x148,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,0
x149,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,1,0,0,1.00E-12,1.00E-06,0,1.00E+99,1.00E+99,1,1,0,0
x150,1664186899,1,0,1,0,0,1,0,0,0,0,9,10,1,0,0,0,0,0,1,1,0,3,5,0,0,0,1.00E-12,5.00E-06,0,1.00E+99,1.00E+99,1,1,0,0
x151,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,0
x152,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,0
x153,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,1,1.00E-12,1.00E-06,0,1.00E+99,1.00E+99,1,1,0,1
x154,1664186899,1,0,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,1
x155,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,1
x156,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,2,0,0,1.00E-12,2.00E-06,0,1.00E+99,1.00E+99,1,1,0,0
x157,1664186899,1,0,1,0,0,1,0,0,0,0,9,10,1,0,0,0,0,0,1,1,0,3,5,0,0,0,1.00E-12,5.00E-06,0,1.00E+99,1.00E+99,1,1,0,0
x158,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,1
x159,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,1
x160,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,1
x161,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,2,0,0,1.00E-12,2.00E-06,0,1.00E+99,1.00E+99,1,1,0,0
x162,1664186899,1,0,1,0,0,1,0,0,0,0,9,10,1,0,0,0,0,0,1,1,0,3,5,0,0,0,1.00E-12,5.00E-06,0,1.00E+99,1.00E+99,1,1,0,0
x163,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,0
x164,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x165,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x166,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x167,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x168,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x169,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x170,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x171,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x172,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x173,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x174,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x175,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x176,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x177,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x178,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x179,1664186899,1,0,1,0,0,1,0,0,0,0,8,9,1,0,0,0,0,0,1,1,0,3,4,2,0,1,1.00E-12,12,0,1.00E+99,1.00E+99,1,1,0,0
x180,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,2,0,0,0,1.00E-12,2.00E-06,0,1.00E+99,1.00E+99,1,1,0,0
x181,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,2,0,0,0,1.00E-12,2.00E-06,0,1.00E+99,1.00E+99,1,1,0,1
x182,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,2,0,0,0,1.00E-12,2.00E-06,0,1.00E+99,1.00E+99,1,1,0,1
x183,1664186899,1,0,1,0,0,1,0,0,0,0,8,9,1,0,0,0,0,0,1,1,0,3,4,2,0,1,1.00E-12,12,0,1.00E+99,1.00E+99,1,1,0,1
x184,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,2,0,0,0,1.00E-12,2.00E-06,0,1.00E+99,1.00E+99,1,1,0,1
x185,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,2,0,0,0,1.00E-12,2.00E-06,0,1.00E+99,1.00E+99,1,1,0,1
x186,1664186899,1,0,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,1
x187,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,29,0,25,1,1.00E-12,187,0,1.00E+99,1.00E+99,1,1,0,1
x188,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,2,0,0,0,1.00E-12,2.00E-06,0,1.00E+99,1.00E+99,1,1,0,1
x189,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,1,0,0,0,1.00E-12,1.00E-06,0,1.00E+99,1.00E+99,1,1,0,1
x190,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,2,0,0,0,1.00E-12,2.00E-06,0,1.00E+99,1.00E+99,1,1,0,1
x191,1664186899,1,0,1,0,0,1,0,0,0,0,8,9,1,0,0,0,0,0,1,1,0,3,3,3,0,1,1.00E-12,13.5,0,1.00E+99,1.00E+99,1,1,0,0
x192,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,2,0,0,0,1.00E-12,2.00E-06,0,1.00E+99,1.00E+99,1,1,0,0
x193,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,2,0,0,0,1.00E-12,2.00E-06,0,1.00E+99,1.00E+99,1,1,0,1
x194,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,5,0,1,1.00E-12,8.00E-06,0,1.00E+99,1.00E+99,1,1,0,0
x195,1664186899,1,0,1,0,0,1,0,0,0,0,10,11,1,0,0,0,0,0,1,1,0,3,5,2,0,1,1.00E-12,15,0,1.00E+99,1.00E+99,1,1,0,0
x196,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,1
x197,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,1
x198,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,2,0,1,1.00E-12,3.00E-06,0,1.00E+99,1.00E+99,1,1,0,1
x199,1664186899,1,0,1,0,0,1,0,0,0,0,10,11,1,0,0,0,0,0,1,1,0,3,5,2,0,1,1.00E-12,15,0,1.00E+99,1.00E+99,1,1,0,1
x200,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,1
x201,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,29,0,26,1.00E-12,0.000319,0,1.00E+99,1.00E+99,1,1,0,0
x202,1664186899,1,0,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,1
x203,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,1
x204,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,1
x205,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,1
x206,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,5,0,1,1.00E-12,8.00E-06,0,1.00E+99,1.00E+99,1,1,0,0
x207,1664186899,1,0,1,0,0,1,0,0,0,0,10,11,1,0,0,0,0,0,1,1,0,3,5,2,0,1,1.00E-12,15,0,1.00E+99,1.00E+99,1,1,0,0
x208,1664186899,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,1.00E+99,1.00E+99,1,1,0,1
x209,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x210,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x211,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x212,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
x213,1664186899,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1.00E-12,1.00E-12,0,0,0,1.00E-12,1,1,0
